,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna,published,divisa,region
381,382,https://www.portalinmobiliario.com/mlc-1063116580-edificio-matucana-vista-sur-piso-3-_jm#position=35&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio matucana- vista sur piso 3,420000.0,"matucana 31, barrio yungay, santiago",5047.0,47.0,308.0,3,2,2,,4,,80000.0,null,,10,15,3,441942,2023-02-11 00:00:00.000000,publicado hace 4 meses por assetplan,,,Santiago,2022-10-12 17:56:38.672215,pesos,Rm (metropolitana)
382,383,https://www.portalinmobiliario.com/mlc-1173236346-edificio-matucana-vista-norte-piso-3-_jm#position=36&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio matucana- vista norte piso 3,313000.0,"matucana 31, barrio yungay, santiago",3361.0,33.0,0.0,2,1,1,,2,,60000.0,null,,10,15,3,441937,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,,,Santiago,2022-12-12 17:56:38.672243,pesos,Rm (metropolitana)
383,384,https://www.portalinmobiliario.com/mlc-1257039688-edificio-carvajal-vista-poniente-piso-12-_jm#position=37&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio carvajal- vista poniente piso 12,400000.0,"carvajal 0358, lo ovalle, la cisterna",5187.0,47.0,443.0,3,2,2,,4,1,70000.0,null,departamento,15,14,12,444691,2023-02-11 00:00:00.000000,publicado hace 46 días por assetplan,-33.515945,-70.662231,La cisterna,2022-12-28 17:56:38.672272,pesos,Rm (metropolitana)
384,385,https://www.portalinmobiliario.com/mlc-1119042604-edificio-amengual-vista-poniente-piso-19-_jm#position=38&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio amengual- vista poniente piso 19,410000.0,"gral amengual 102, san alberto hurtado, estación central",4812.0,46.0,146.0,3,2,2,,4,,78000.0,null,,20,14,19,225646,2023-02-11 00:00:00.000000,publicado hace 3 meses por assetplan,-33.457169,-70.696709,Estación central,2022-11-12 17:56:38.672278,pesos,Rm (metropolitana)
385,386,https://www.portalinmobiliario.com/mlc-1260715187-edificio-conecta-ureta-vista-norte-piso-8-_jm#position=39&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio conecta ureta- vista norte piso 8,390000.0,"josé ureta 139, lo ovalle, la cisterna",4546.0,45.0,0.0,3,2,2,,4,,86000.0,null,departamento,20,12,8,438695,2023-02-11 00:00:00.000000,publicado hace 44 días por assetplan,-33.517998,-70.657471,La cisterna,2022-12-30 17:56:38.672306,pesos,Rm (metropolitana)
386,387,https://www.portalinmobiliario.com/mlc-1283489341-edificio-nicasio-retamales-vista-sur-piso-6-_jm#position=40&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio nicasio retamales- vista sur piso 6,290000.0,"nicasio retamales 1 - 300, universidad de santiago, estación central",3509.0,31.0,312.0,2,1,1,,2,,45000.0,null,departamento,25,13,6,95337,2023-02-11 00:00:00.000000,publicado hace 30 días por assetplan,,,Estación central,2023-01-13 17:56:38.672313,pesos,Rm (metropolitana)
387,388,https://www.portalinmobiliario.com/mlc-1254976096-edificio-conecta-ureta-vista-poniente-piso-20-_jm#position=41&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio conecta ureta- vista poniente piso 20,280000.0,"josé ureta 139, lo ovalle, la cisterna",3004.0,30.0,0.0,2,1,1,,2,,61000.0,null,departamento,20,12,20,438838,2023-02-11 00:00:00.000000,publicado hace 47 días por assetplan,-33.517998,-70.657471,La cisterna,2022-12-27 17:56:38.672318,pesos,Rm (metropolitana)
388,389,https://www.portalinmobiliario.com/mlc-1254784220-edificio-condominio-las-acacias-vista-norte-piso-14-_jm#position=42&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio condominio las acacias- vista norte piso 14,490000.0,"las acacias 7604, vicente valdés, la florida",5234.0,44.0,818.0,3,2,2,,4,,99000.0,null,departamento,16,8,14,458018,2023-02-11 00:00:00.000000,publicado hace 47 días por assetplan,-33.524902,-70.599907,La florida,2022-12-27 17:56:38.672323,pesos,Rm (metropolitana)
389,390,https://www.portalinmobiliario.com/mlc-1283476919-edificio-conecta-despouy-vista-norte-piso-6-_jm#position=43&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio conecta despouy- vista norte piso 6,380000.0,"gastón despouy 8700 - 9000, metro la cisterna, la cisterna",4804.0,44.0,342.0,3,2,2,,4,,83000.0,null,departamento,15,19,6,438204,2023-02-11 00:00:00.000000,publicado hace 30 días por assetplan,-33.536575,-70.663132,La cisterna,2023-01-13 17:56:38.672328,pesos,Rm (metropolitana)
390,391,https://www.portalinmobiliario.com/mlc-1284992980-edificio-carrion-vista-poniente-piso-18-_jm#position=44&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio carrión- vista poniente piso 18,430000.0,"carrión 1500 - 1800, hospitales, independencia",4873.0,41.0,753.0,3,2,1,1,3,,65000.0,null,departamento,24,15,18,455487,2023-02-11 00:00:00.000000,publicado hace 29 días por assetplan,,,Independencia,2023-01-14 17:56:38.672333,pesos,Rm (metropolitana)
391,392,https://www.portalinmobiliario.com/mlc-1199692667-edificio-conecta-despouy-vista-poniente-piso-5-_jm#position=45&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio conecta despouy- vista poniente piso 5,350000.0,"gastón despouy 8740, metro la cisterna, la cisterna",4381.0,40.0,376.0,3,2,1,,3,,73000.0,null,,15,19,5,438192,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.536575,-70.663132,La cisterna,2022-12-12 17:56:38.672338,pesos,Rm (metropolitana)
392,393,https://www.portalinmobiliario.com/mlc-1059036498-edificio-cnel-souper-piso-4-_jm#position=46&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio cnel. souper- piso 4,420000.0,"cnel. souper 4515, metro ecuador, estación central",45.0,45.0,0.0,3,2,2,,4,,25000.0,null,,20,16,4,452559,2023-02-11 00:00:00.000000,publicado hace 4 meses por assetplan,-33.458458,-70.697067,Estación central,2022-10-12 17:56:38.672367,pesos,Rm (metropolitana)
393,394,https://www.portalinmobiliario.com/mlc-1094923853-edificio-amengual-vista-poniente-piso-10-_jm#position=47&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio amengual- vista poniente piso 10,410000.0,"gral amengual 102, san alberto hurtado, estación central",4812.0,46.0,146.0,3,2,2,,4,,78000.0,null,,20,14,10,225520,2023-02-11 00:00:00.000000,publicado hace 3 meses por assetplan,-33.457169,-70.696709,Estación central,2022-11-12 17:56:38.672396,pesos,Rm (metropolitana)
394,395,https://www.portalinmobiliario.com/mlc-1262302722-edificio-los-almendros-torre-a-vista-surponiente-piso-2-_jm#position=48&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio los almendros torre a- vista surponiente piso 2,891000.0,"la rinconada 291, ciudad empresarial, huechuraba",105.0,88.0,17.0,4,3,2,,6,,182500.0,null,departamento,6,14,2,455625,2023-02-11 00:00:00.000000,publicado hace 43 días por assetplan,-33.393654,-70.621399,Huechuraba,2022-12-31 17:56:38.672425,pesos,Rm (metropolitana)
395,396,https://www.portalinmobiliario.com/mlc-1233189257-edificio-av-padre-alberto-hurtado-vista-oriente-piso-18-_jm#position=49&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio av. padre alberto hurtado- vista oriente piso 18,280000.0,"av. padre alberto hurtado 145, universidad de santiago, estación central",31.0,29.0,2.0,2,1,1,,2,,30000.0,null,,18,13,18,220154,2023-02-11 00:00:00.000000,publicado hace 1 meses por assetplan,-33.451569,-70.69117,Estación central,2023-01-12 17:56:38.672431,pesos,Rm (metropolitana)
396,397,https://www.portalinmobiliario.com/mlc-1173211169-edificio-borgetto-vista-poniente-piso-17-_jm#position=50&search_layout=stack&type=item&tracking_id=336116ae-bbf9-4656-86d4-18dc8b39b3e6,edificio borgetto- vista poniente piso 17,391000.0,"radal 1227, blanqueado, quinta normal",0.0,54.0,0.0,0,0,0,,0,,84000.0,null,,0,0,0,217568,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.43784,-70.7033,Quinta normal,2022-12-12 17:56:38.672459,pesos,Rm (metropolitana)
397,398,https://www.portalinmobiliario.com/mlc-1172805300-edificio-matucana-vista-poniente-piso-6-_jm#position=1&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio matucana- vista poniente piso 6,320000.0,"matucana 31, barrio yungay, santiago",3623.0,33.0,301.0,2,1,1,,2,,60000.0,null,,10,15,6,442117,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.447788,-70.679062,Santiago,2022-12-12 17:56:38.672488,pesos,Rm (metropolitana)
398,399,https://www.portalinmobiliario.com/mlc-1260708715-edificio-av-maria-vista-norte-piso-14-_jm#position=2&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio av. maría- vista norte piso 14,380000.0,"av. maría 6415, lo ovalle, la cisterna",427.0,39.0,29.0,3,2,1,,3,1,60000.0,null,departamento,16,15,14,442594,2023-02-11 00:00:00.000000,publicado hace 44 días por assetplan,-33.517139,-70.65184,La cisterna,2022-12-30 17:56:38.672517,pesos,Rm (metropolitana)
399,400,https://www.portalinmobiliario.com/mlc-1172799076-edificio-borgetto-vista-oriente-piso-10-_jm#position=3&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio borgetto- vista oriente piso 10,389000.0,"radal 1227, blanqueado, quinta normal",631.0,54.0,89.0,4,3,1,,6,,84000.0,null,,20,17,10,217455,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,,,Quinta normal,2022-12-12 17:56:38.672523,pesos,Rm (metropolitana)
400,401,https://www.portalinmobiliario.com/mlc-1173211262-edificio-torres-de-vicuna-mackenna-vista-norte-piso-20-_jm#position=4&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio torres de vicuña mackenna- vista norte piso 20,439000.0,"av. vicuña mackenna pte. 6456, metro mirador, la florida",46.0,46.0,0.0,3,2,2,,4,,85000.0,null,,21,9,20,446838,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.514771,-70.60714,La florida,2022-12-12 17:56:38.672552,pesos,Rm (metropolitana)
401,402,https://www.portalinmobiliario.com/mlc-1282108052-edificio-carrion-vista-oriente-piso-15-_jm#position=5&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio carrión- vista oriente piso 15,320000.0,"carrión 1500 - 1800, hospitales, independencia",3662.0,31.0,542.0,2,1,1,,2,,50000.0,null,departamento,24,15,15,455480,2023-02-11 00:00:00.000000,publicado hace 31 días por assetplan,-33.419086,-70.659668,Independencia,2023-01-12 17:56:38.672581,pesos,Rm (metropolitana)
402,403,https://www.portalinmobiliario.com/mlc-1199730867-edificio-radal-vista-oriente-piso-3-_jm#position=6&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio radal- vista oriente piso 3,280000.0,"radal 66, metro ecuador, estación central",0.0,32.0,0.0,0,0,0,,0,,65000.0,null,,0,0,0,331168,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.455372,-70.701378,Estación central,2022-12-12 17:56:38.672587,pesos,Rm (metropolitana)
403,404,https://www.portalinmobiliario.com/mlc-1277708216-edificio-conecta-despouy-vista-norte-piso-8-_jm#position=7&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio conecta despouy- vista norte piso 8,280000.0,"gastón despouy 8700 - 9000, metro la cisterna, la cisterna",0.0,30.0,0.0,0,0,0,,0,,59000.0,null,,0,0,0,438247,2023-02-11 00:00:00.000000,publicado hace 33 días por assetplan,-33.536575,-70.663132,La cisterna,2023-01-10 17:56:38.672615,pesos,Rm (metropolitana)
404,405,https://www.portalinmobiliario.com/mlc-1244615434-edificio-apostol-santiago-vista-norte-piso-21-_jm#position=8&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio apóstol santiago- vista norte piso 21,380000.0,"apóstol santiago 32, san alberto hurtado, estación central",5072.0,47.0,341.0,3,2,1,1,3,1,80000.0,null,departamento,26,17,21,442477,2023-02-11 00:00:00.000000,publicado hace 54 días por assetplan,-33.451164,-70.692886,Estación central,2022-12-20 17:56:38.672622,pesos,Rm (metropolitana)
405,406,https://www.portalinmobiliario.com/mlc-1244226630-edificio-condominio-las-acacias-vista-nororiente-piso-3-_jm#position=9&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio condominio las acacias- vista nororiente piso 3,600000.0,"las acacias 7604, vicente valdés, la florida",8288.0,72.0,994.0,4,3,2,,6,,115000.0,null,departamento,16,8,3,457820,2023-02-11 00:00:00.000000,publicado hace 54 días por assetplan,-33.524902,-70.599907,La florida,2022-12-20 17:56:38.672627,pesos,Rm (metropolitana)
406,407,https://www.portalinmobiliario.com/mlc-1271942702-edificio-vida-central-vista-norte-piso-5-_jm#position=10&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio vida central- vista norte piso 5,370000.0,"coronel souper 4200 - 4500, san alberto hurtado, estación central",435.0,40.0,288.0,3,2,1,,3,,66000.0,null,departamento,30,11,5,112365,2023-02-11 00:00:00.000000,publicado hace 36 días por assetplan,-33.457581,-70.692734,Estación central,2023-01-07 17:56:38.672632,pesos,Rm (metropolitana)
407,408,https://www.portalinmobiliario.com/mlc-1218827025-edificio-conecta-despouy-vista-sur-piso-5-_jm#position=11&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio conecta despouy- vista sur piso 5,280000.0,"gastón despouy 8740, metro la cisterna, la cisterna",3033.0,30.0,0.0,2,1,1,,2,,59000.0,null,,15,19,5,438196,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.536575,-70.663132,La cisterna,2022-12-12 17:56:38.672637,pesos,Rm (metropolitana)
408,409,https://www.portalinmobiliario.com/mlc-1173237432-edificio-condominio-las-acacias-vista-norte-piso-3-_jm#position=12&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio condominio las acacias- vista norte piso 3,490000.0,"las acacias 7604, vicente valdés, la florida",5974.0,50.0,951.0,3,2,2,,4,,99000.0,null,,16,8,3,450763,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.524902,-70.599907,La florida,2022-12-12 17:56:38.672666,pesos,Rm (metropolitana)
409,410,https://www.portalinmobiliario.com/mlc-1262321596-edificio-los-almendros-torre-a-vista-surponiente-piso-4-_jm#position=13&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio los almendros torre a- vista surponiente piso 4,602000.0,"la rinconada 291, ciudad empresarial, huechuraba",0.0,69.0,0.0,0,0,0,,0,,130000.0,null,,0,0,0,455651,2023-02-11 00:00:00.000000,publicado hace 43 días por assetplan,-33.393654,-70.621399,Huechuraba,2022-12-31 17:56:38.672694,pesos,Rm (metropolitana)
410,411,https://www.portalinmobiliario.com/mlc-1284986528-edificio-vida-central-vista-poniente-piso-5-_jm#position=14&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio vida central- vista poniente piso 5,370000.0,"coronel souper 4200 - 4500, san alberto hurtado, estación central",4582.0,40.0,524.0,3,2,1,,3,,66000.0,null,departamento,30,11,5,112044,2023-02-11 00:00:00.000000,publicado hace 29 días por assetplan,-33.457581,-70.692734,Estación central,2023-01-14 17:56:38.672701,pesos,Rm (metropolitana)
411,412,https://www.portalinmobiliario.com/mlc-1282864068-edificio-placilla-vista-poniente-piso-20-_jm#position=15&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio placilla- vista poniente piso 20,300000.0,"placilla 1 - 300, san alberto hurtado, estación central",31.0,31.0,0.0,2,1,1,,2,,40000.0,null,departamento,23,14,20,439222,2023-02-11 00:00:00.000000,publicado hace 30 días por assetplan,-33.454151,-70.69503,Estación central,2023-01-13 17:56:38.672706,pesos,Rm (metropolitana)
412,413,https://www.portalinmobiliario.com/mlc-1284967165-edificio-conecta-despouy-vista-norte-piso-5-_jm#position=16&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio conecta despouy- vista norte piso 5,280000.0,"gastón despouy 8700 - 9000, metro la cisterna, la cisterna",299.0,29.0,0.0,2,1,1,,2,,59000.0,null,departamento,15,19,5,438188,2023-02-11 00:00:00.000000,publicado hace 29 días por assetplan,-33.536575,-70.663132,La cisterna,2023-01-14 17:56:38.672711,pesos,Rm (metropolitana)
413,414,https://www.portalinmobiliario.com/mlc-1262442454-edificio-los-almendros-torre-a-vista-surponiente-piso-2-_jm#position=17&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio los almendros torre a- vista surponiente piso 2,601000.0,"la rinconada 291, ciudad empresarial, huechuraba",82.0,69.0,13.0,3,2,2,,4,,130000.0,null,departamento,6,14,2,455623,2023-02-11 00:00:00.000000,publicado hace 43 días por assetplan,-33.393654,-70.621399,Huechuraba,2022-12-31 17:56:38.672716,pesos,Rm (metropolitana)
414,415,https://www.portalinmobiliario.com/mlc-1269883342-edificio-plaza-souper-vista-poniente-piso-3-_jm#position=18&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio plaza souper- vista poniente piso 3,289000.0,"coronel souper 4250, san alberto hurtado, estación central",386.0,35.0,286.0,2,1,1,,2,,58000.0,null,departamento,20,14,3,332689,2023-02-11 00:00:00.000000,publicado hace 37 días por assetplan,-33.457653,-70.692924,Estación central,2023-01-06 17:56:38.672721,pesos,Rm (metropolitana)
415,416,https://www.portalinmobiliario.com/mlc-1199667150-edificio-vida-central-vista-poniente-piso-2-_jm#position=19&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio vida central- vista poniente piso 2,370000.0,"coronel souper 4222, san alberto hurtado, estación central",4607.0,40.0,542.0,3,2,1,,3,,66000.0,null,departamento,30,11,2,112015,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.457581,-70.692734,Estación central,2022-12-12 17:56:38.672726,pesos,Rm (metropolitana)
416,417,https://www.portalinmobiliario.com/mlc-1262448873-edificio-condominio-las-acacias-vista-sur-piso-11-_jm#position=20&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio condominio las acacias- vista sur piso 11,490000.0,"las acacias 7604, vicente valdés, la florida",5965.0,50.0,944.0,3,2,2,,4,,99000.0,null,departamento,16,8,11,457965,2023-02-11 00:00:00.000000,publicado hace 43 días por assetplan,-33.524902,-70.599907,La florida,2022-12-31 17:56:38.672755,pesos,Rm (metropolitana)
417,418,https://www.portalinmobiliario.com/mlc-1173211217-edificio-matucana-vista-norte-piso-9-_jm#position=21&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio matucana- vista norte piso 9,325000.0,"matucana 31, barrio yungay, santiago",3661.0,33.0,3.0,2,1,1,,2,,60000.0,null,,10,15,9,442027,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.447788,-70.679062,Santiago,2022-12-12 17:56:38.672761,pesos,Rm (metropolitana)
418,419,https://www.portalinmobiliario.com/mlc-1201142510-edificio-plaza-souper-vista-oriente-piso-17-_jm#position=22&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio plaza souper- vista oriente piso 17,289000.0,"coronel souper 4250, san alberto hurtado, estación central",386.0,35.0,286.0,2,1,1,,2,,58000.0,null,,20,14,17,332893,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.457653,-70.692924,Estación central,2022-12-12 17:56:38.672790,pesos,Rm (metropolitana)
419,420,https://www.portalinmobiliario.com/mlc-1173275526-edificio-condominio-las-acacias-vista-sur-piso-6-_jm#position=23&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio condominio las acacias- vista sur piso 6,490000.0,"las acacias 7604, vicente valdés, la florida",5813.0,48.0,919.0,3,2,2,,4,,99000.0,null,,16,8,6,450773,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.524902,-70.599907,La florida,2022-12-12 17:56:38.672819,pesos,Rm (metropolitana)
420,421,https://www.portalinmobiliario.com/mlc-1271916745-edificio-amengual-vista-poniente-piso-18-_jm#position=24&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio amengual- vista poniente piso 18,410000.0,"gral amengual 1 - 300, san alberto hurtado, estación central",4812.0,46.0,146.0,3,2,2,,4,,78000.0,null,departamento,20,14,18,225632,2023-02-11 00:00:00.000000,publicado hace 36 días por assetplan,-33.457169,-70.696709,Estación central,2023-01-07 17:56:38.672848,pesos,Rm (metropolitana)
421,422,https://www.portalinmobiliario.com/mlc-1172806335-edificio-condominio-las-acacias-vista-sur-piso-2-_jm#position=25&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio condominio las acacias- vista sur piso 2,490000.0,"las acacias 7604, vicente valdés, la florida",5801.0,48.0,919.0,3,2,2,,4,,99000.0,null,,16,8,2,450760,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,,,La florida,2022-12-12 17:56:38.672854,pesos,Rm (metropolitana)
422,423,https://www.portalinmobiliario.com/mlc-1282082526-edificio-carrion-vista-oriente-piso-22-_jm#position=26&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio carrión- vista oriente piso 22,320000.0,"carrión 1500 - 1800, hospitales, independencia",3662.0,31.0,542.0,2,1,1,,2,,65000.0,null,departamento,24,15,22,455521,2023-02-11 00:00:00.000000,publicado hace 31 días por assetplan,,,Independencia,2023-01-12 17:56:38.672882,pesos,Rm (metropolitana)
423,424,https://www.portalinmobiliario.com/mlc-1078125628-edificio-vida-central-vista-norte-piso-10-_jm#position=27&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio vida central- vista norte piso 10,415500.0,"coronel souper 4222, san alberto hurtado, estación central",4811.0,45.0,292.0,3,2,2,,4,,76000.0,null,,30,11,10,112419,2023-02-11 00:00:00.000000,publicado hace 4 meses por assetplan,-33.457581,-70.692734,Estación central,2022-10-12 17:56:38.672889,pesos,Rm (metropolitana)
424,425,https://www.portalinmobiliario.com/mlc-1284986537-edificio-plaza-souper-vista-oriente-piso-6-_jm#position=28&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio plaza souper- vista oriente piso 6,425000.0,"coronel souper 4200 - 4500, san alberto hurtado, estación central",5769.0,52.0,562.0,3,2,2,,4,,82000.0,null,departamento,20,14,6,332723,2023-02-11 00:00:00.000000,publicado hace 29 días por assetplan,-33.457653,-70.692924,Estación central,2023-01-14 17:56:38.672917,pesos,Rm (metropolitana)
425,426,https://www.portalinmobiliario.com/mlc-1225577436-edificio-apostol-santiago-vista-sur-piso-15-_jm#position=29&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio apóstol santiago- vista sur piso 15,370000.0,"apóstol santiago 32, san alberto hurtado, estación central",0.0,43.0,0.0,0,0,0,,0,,75000.0,null,,0,0,0,442849,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,,,Estación central,2022-12-12 17:56:38.672923,pesos,Rm (metropolitana)
426,427,https://www.portalinmobiliario.com/mlc-1268031033-edificio-plaza-souper-vista-oriente-piso-19-_jm#position=30&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio plaza souper- vista oriente piso 19,289000.0,"coronel souper 4250, san alberto hurtado, estación central",386.0,35.0,286.0,2,1,1,,2,,58000.0,null,departamento,20,14,19,332920,2023-02-11 00:00:00.000000,publicado hace 38 días por assetplan,-33.457653,-70.692924,Estación central,2023-01-05 17:56:38.672952,pesos,Rm (metropolitana)
427,428,https://www.portalinmobiliario.com/mlc-1217461550-edificio-nicasio-retamales-vista-poniente-piso-22-_jm#position=31&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio nicasio retamales- vista poniente piso 22,400000.0,"nicasio retamales 048, san alberto hurtado, estación central",5196.0,49.0,268.0,3,2,2,1,4,,105000.0,null,,28,12,22,437790,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.452358,-70.692116,Estación central,2022-12-12 17:56:38.672958,pesos,Rm (metropolitana)
428,429,https://www.portalinmobiliario.com/mlc-1277670037-edificio-vida-central-vista-poniente-piso-18-_jm#position=32&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio vida central- vista poniente piso 18,370000.0,"coronel souper 4200 - 4500, san alberto hurtado, estación central",4582.0,40.0,524.0,3,2,1,,3,,66000.0,null,departamento,30,11,18,112187,2023-02-11 00:00:00.000000,publicado hace 33 días por assetplan,-33.457581,-70.692734,Estación central,2023-01-10 17:56:38.672986,pesos,Rm (metropolitana)
429,430,https://www.portalinmobiliario.com/mlc-1214303313-edificio-plaza-souper-vista-oriente-piso-15-_jm#position=33&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio plaza souper- vista oriente piso 15,289000.0,"coronel souper 4250, san alberto hurtado, estación central",386.0,35.0,286.0,2,1,1,,2,,58000.0,null,departamento,20,14,15,332864,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.457653,-70.692924,Estación central,2022-12-12 17:56:38.672993,pesos,Rm (metropolitana)
430,431,https://www.portalinmobiliario.com/mlc-1281041371-edificio-portico-gamero-vista-sur-piso-8-_jm#position=34&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio portico gamero- vista sur piso 8,315000.0,"gamero 1200 - 1500, hospitales, independencia",3211.0,29.0,227.0,2,1,1,,2,,56000.0,null,departamento,12,16,8,455253,2023-02-11 00:00:00.000000,publicado hace 32 días por assetplan,-33.420856,-70.658707,Independencia,2023-01-11 17:56:38.673021,pesos,Rm (metropolitana)
431,432,https://www.portalinmobiliario.com/mlc-1199409282-edificio-vida-central-vista-norte-piso-27-_jm#position=35&search_layout=stack&type=item&tracking_id=e5b6f501-326a-42a4-8ebc-f3c866d6170a,edificio vida central- vista norte piso 27,370000.0,"coronel souper 4222, san alberto hurtado, estación central",0.0,40.0,0.0,0,0,0,,0,,66000.0,null,,0,0,0,112607,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.457581,-70.692734,Estación central,2022-12-12 17:56:38.673028,pesos,Rm (metropolitana)
